time,Coal,Gas,Hydro,Multiple Fuels,Nuclear,Oil,Other,Other Renewables,Solar,Storage,Wind,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,0
20,36841.8,47020.6,2363.6,2257.4,34206.5,208.9,33.6,799.1,7.5,0,768.7,2689.6,2521.3,2530.2,2683.2,2876.2,2386.3,1980.5,35.59,1.39,0.26,33.45,1.33,-0.06,39.09,0.4,0.72,39.05,2.07,0.91,30.3,1.23,0.34,25.1,0.85,-0.31,37.24,34.72,40.21,42.03,31.87,25.64,16332
21,36840,45457.5,257.1,1813,34231.3,211.7,32.4,777.7,7.6,0,1107,2566.8,2429.5,2416.7,2609.8,2770.9,2307.5,1886.2,33.21,0.82,0.07,32.24,0.01,-0.04,36.26,-0.22,0.89,35.11,1.6,0.76,27.2,0.71,0.37,24.82,0.52,-0.38,34.1,32.21,36.93,37.47,28.28,24.96,16332
22,35929.6,40193.5,258.3,1699.4,34257.6,211.9,32,792,7.7,0,1526.7,2386.8,2270.9,2253.3,2462.6,2594.6,2188.5,1781.2,26.95,0.42,0.16,26.46,0.05,-0.03,29.52,0.24,0.61,27.71,1.06,0.71,23.3,0.15,0.4,22.52,0.32,-0.1,27.53,26.48,30.37,29.48,23.85,22.74,16332
23,34720.5,33836.6,259.1,1705.3,34271.7,214.2,30.7,804.3,7.8,0,1143.1,2153.2,2046.7,2036.2,2255,2360,1999.6,1647.8,24.57,0.05,0,23.95,0,-0.23,26.16,0.14,0.37,25.4,0,0.68,21.62,0.08,0.45,20.07,0.12,0.07,24.62,23.72,26.67,26.08,22.15,20.26,16332
0,31255.3,29653.9,265.1,897.4,34282.7,216.3,32.3,799.4,7.9,0,1165.7,1937.7,1882,1853.8,2082.3,2166,1843.2,1523.7,22.97,0,0.01,22.4,-0.04,-0.38,22.92,-0.11,0.32,21.01,0.01,0.54,18.94,0,0.45,18.23,0.03,-0.12,22.98,21.98,23.13,21.56,19.39,18.14,16320
1,27881,28834,261.8,646.8,34319.3,218.6,30.5,787.3,7.9,0,832.1,1787.3,1768.8,1723.1,1953.1,2024.5,1733.9,1431.3,20.38,0.01,0.06,20.08,0.03,-0.07,20.37,0.03,0.38,19.74,0.01,0.61,18.17,0.04,0.45,16.84,0.03,-0.03,20.45,20.04,20.78,20.36,18.66,16.84,16320
2,25637.9,27479.7,279.2,536,34320.3,226,31.5,810.4,8,0,855.2,1685.9,1685.2,1656.6,1850.9,1917.6,1657.5,1359.3,19.22,0,0.18,19.25,0.04,0.07,19.33,0.06,0.48,18.46,0.01,0.5,16.81,0.01,0.37,15.69,0.03,0.08,19.4,19.36,19.87,18.97,17.19,15.8,16320
3,23297.2,26972.6,284.3,534.5,34323.2,227.4,32.3,756.4,8,0,865.3,1627.3,1636.7,1612.5,1787.5,1856.1,1609.3,1310.9,18.61,0,0.22,18.58,0.05,0.12,18.76,0.06,0.41,17.61,0.01,0.42,15.93,0,0.36,15.09,0.08,0.12,18.83,18.75,19.23,18.04,16.29,15.29,16320
4,22523.5,26344.6,290.7,521.7,34345.3,228,32.7,802.7,8.1,0,760.2,1592.3,1629.8,1607.2,1764,1849.2,1610.1,1289,18.48,0.01,0.13,18.42,0.15,0.12,18.68,0.07,0.4,17.53,0.01,0.39,15.99,0.01,0.36,14.3,0.06,0.2,18.62,18.69,19.15,17.93,16.36,14.56,16320
5,22510.9,26804.4,326,522.5,33841.2,228.7,32,789.2,8,0,587,1599.7,1696,1662.8,1806.6,1912,1686.2,1286.5,19.4,0.01,0.05,19.34,0.16,0.03,19.51,0.07,0.5,18.69,0.01,0.52,17.76,0.03,0.42,13.8,0.22,0.21,19.46,19.53,20.08,19.22,18.21,14.23,16320
6,22504.8,25570.1,325,530.8,33855.5,230.2,34.4,782.4,15.2,0,506.8,1617.3,1786.5,1750.7,1892.5,2025.8,1804.6,1283.4,21.9,0.01,-0.01,21.02,0.23,-0.07,20.98,0.07,0.42,20.62,0.01,0.56,18.89,0.02,0.48,12.56,0.21,0.24,21.9,21.18,21.47,21.19,19.39,13.01,16320
7,22853.6,27862.9,335.7,481.4,33865.3,229.8,74.8,785.3,229.4,0,552.8,1699.8,1913.3,1874.5,2026.7,2176.3,1972.1,1342.3,24.23,0,-0.08,23.58,0.1,-0.05,23.21,-0.14,0.4,21.94,0.01,0.64,20.21,0.11,0.54,15.3,0.21,0.23,24.15,23.63,23.47,22.59,20.86,15.74,16320
8,24296.8,29692.5,351.9,651.9,33832,228.1,115.1,765.2,528.9,0,719.4,1862.3,2064.4,2009.2,2156.4,2354.5,2130,1466.7,26.26,0.29,0.05,25.51,0.02,-0.12,25.9,-0.14,0.52,24.25,0.09,0.61,22.79,0.38,0.8,17.96,0.52,0.13,26.6,25.41,26.28,24.95,23.97,18.61,16320
9,27645.4,32775.8,411.8,747.8,33779.5,225.7,124.8,802.5,690.2,0,584.9,2073.9,2218.8,2138.2,2281.7,2555.9,2318.3,1606.5,28.24,0.66,0.32,26.67,0.19,0.01,28.24,-0.26,0.61,29.13,0.79,0.72,26.25,1.38,0.71,19.74,0.53,0.3,29.22,26.87,28.59,30.64,28.34,20.57,16320
10,31542.9,34765.6,437.2,1152.9,33725.4,223.2,130,786.4,782.8,0,397.9,2281.2,2384,2244.8,2399.7,2744,2502.2,1718.5,34.23,1.59,0.61,31.11,0.51,0.07,32.11,1.07,0.56,36.37,2.16,0.86,31.85,3.3,0.85,20.4,1.28,0.21,36.43,31.69,33.74,39.39,36,21.89,16320
11,33896,38068.5,910.9,1342.4,33712,221.9,130.1,784,820.3,0,721.5,2445.7,2514.3,2348,2494.5,2850.5,2660.2,1834.4,37.82,1.9,0.65,34.28,1.37,-0.08,36.99,2.2,0.62,42.29,3.95,1,34.18,4.99,0.76,22.8,1.97,0.23,40.37,35.57,39.81,47.24,39.93,25,16320
12,34512.2,42073.5,1379.9,1598.1,33677.1,218,129.9,781.8,857.5,0,883.4,2568.8,2640.9,2453.2,2594,2984,2793.9,1960.8,42.03,3.08,0.59,37.67,1.52,0.1,38.97,2.93,0.71,43.55,4.99,1.11,39.26,7.41,0.65,25.04,2.66,0.26,45.7,39.29,42.61,49.65,47.32,27.96,16320
13,34359.9,44526.1,3164.7,1940,33636.9,215.7,129.6,783.1,869.4,0,605.5,2664.1,2762.5,2568.4,2679,3099.7,2904.1,2070.8,45.01,5.36,0.65,41.66,1.84,0.13,42.44,3.67,0.32,46.2,4.36,1.04,40.15,7.39,0.77,27.89,3.04,0.32,51.02,43.63,46.43,51.6,48.31,31.25,16320
14,34818.7,46253.3,4409.3,2085.4,33611.8,218,130,793,860.5,0,531.2,2737.4,2843.8,2631.1,2737.1,3141.3,2987.7,2186.2,49.92,7.29,0.72,47.03,2.88,0.3,45.36,4.22,0.38,48.04,5.15,0.97,42.94,8.74,0.9,31.92,5.25,0.41,57.93,50.21,49.96,54.16,52.58,37.58,16320
15,35842.7,47964.5,4712.5,2539.1,33600.7,213.8,135.6,798.9,820.7,0,297.4,2799.4,2896.3,2692.1,2783,3145,3042.9,2288.6,55.39,7.38,0.67,51.38,3.71,0.2,52.36,4.87,0.1,62.21,4.67,0.96,49.72,10.19,1.3,34.07,6.26,0.53,63.44,55.29,57.33,67.84,61.21,40.86,16320
16,36469.2,48178.4,5333.9,2680.2,33543.6,242.6,127.5,813.2,745.9,0,254.7,2854.5,2941.5,2734,2802.8,3064.4,3075.9,2408.8,60.23,6.72,0.64,54.81,4.92,0.16,59.39,5.17,0.12,66.67,3.41,1.03,55.78,9.83,1.56,39.99,7.21,0.81,67.59,59.89,64.68,71.11,67.17,48.01,16320
17,36929.7,48894.1,5749.2,2893,33528.3,240.8,120,813.9,625.1,0,169.8,2872.1,2946.7,2753.8,2811,2979.8,3096.7,2484.5,63.17,8.23,0.54,56.11,5.12,0.05,53.05,4.91,0.04,65.84,2.12,0.9,57.23,9.45,1.56,42.29,7.16,0.91,71.94,61.28,58,68.86,68.24,50.36,16320
18,37670.6,48144.7,4919.6,2842.7,33492.3,207.3,100.6,809.2,409.4,0,229.7,2838.6,2909.8,2732.9,2770.6,2907.9,3077.1,2502.8,51.64,5.14,0.72,47.98,3.46,0.25,44.19,3.51,-0.39,49.1,2.07,0.45,45.15,6.83,1.34,36.65,5.07,0.63,57.5,51.69,47.31,51.62,53.32,42.35,16320
19,37484,45867.5,3503.6,2909.5,33511.1,205.8,57.1,805.6,118.5,0,468.7,2727.1,2824.3,2648.8,2669,2791.3,2997.8,2471.3,42.62,2.8,0.6,41.55,2.74,0.21,36.65,2.86,0.02,43.14,2.13,0.64,40.65,2.7,0.97,32.75,2,0.48,46.02,44.5,39.53,45.91,44.32,35.23,16320
20,36469.3,42748,2179.6,2857,33520.4,206.3,31.1,798.6,7.3,0,715.4,2608,2689.6,2521.3,2530.2,2683.2,2876.2,2386.3,38.71,1.97,0.45,35.59,1.39,0.26,33.45,1.33,-0.06,39.09,0.4,0.72,39.05,2.07,0.91,30.3,1.23,0.34,41.13,37.24,34.72,40.21,42.03,31.87,16320
21,36198.8,41362.6,456,2711.9,33554.1,208.4,30.2,803.3,7.4,0,846.2,2542.3,2566.8,2429.5,2416.7,2609.8,2770.9,2307.5,36.09,0.82,0.58,33.21,0.82,0.07,32.24,0.01,-0.04,36.26,-0.22,0.89,35.11,1.6,0.76,27.2,0.71,0.37,37.49,34.1,32.21,36.93,37.47,28.28,16320
22,35794.2,38701.8,423.9,2191.3,33624.2,209.4,33.6,803.6,7.5,0,250.4,2399.7,2386.8,2270.9,2253.3,2462.6,2594.6,2188.5,29.96,0.72,0.47,26.95,0.42,0.16,26.46,0.05,-0.03,29.52,0.24,0.61,27.71,1.06,0.71,23.3,0.15,0.4,31.15,27.53,26.48,30.37,29.48,23.85,16320
23,33732.9,34654.4,482.8,1740.6,33670.8,209.3,30.4,822.1,7.6,0,144.3,2199.3,2153.2,2046.7,2036.2,2255,2360,1999.6,26,0.05,0.3,24.57,0.05,0,23.95,0,-0.23,26.16,0.14,0.37,25.4,0,0.68,21.62,0.08,0.45,26.35,24.62,23.72,26.67,26.08,22.15,16320
0,31670.8,31537.6,348.4,1041.5,33807.8,212.3,30.9,815.1,7.7,0,122.1,2023,1937.7,1882,1853.8,2082.3,2166,1843.2,22.6,0,0.35,22.97,0,0.01,22.4,-0.04,-0.38,22.92,-0.11,0.32,21.01,0.01,0.54,18.94,0,0.45,22.95,22.98,21.98,23.13,21.56,19.39,18800
1,28740.5,30393.3,352,819.8,33807.2,213.7,29.6,818.1,7.8,0,228.9,1882.9,1787.3,1768.8,1723.1,1953.1,2024.5,1733.9,21.04,0,0.42,20.38,0.01,0.06,20.08,0.03,-0.07,20.37,0.03,0.38,19.74,0.01,0.61,18.17,0.04,0.45,21.46,20.45,20.04,20.78,20.36,18.66,18800
2,25956.6,29126.5,347.4,797.5,33838.4,216.2,30.2,809.9,7.8,0,285.9,1766.1,1685.9,1685.2,1656.6,1850.9,1917.6,1657.5,19.24,0,0.45,19.22,0,0.18,19.25,0.04,0.07,19.33,0.06,0.48,18.46,0.01,0.5,16.81,0.01,0.37,19.69,19.4,19.36,19.87,18.97,17.19,18800
3,23351.8,27649.6,348.9,718.2,33925.4,222.8,30.9,805.4,7.9,0,228.3,1676.7,1627.3,1636.7,1612.5,1787.5,1856.1,1609.3,18.65,0,0.41,18.61,0,0.22,18.58,0.05,0.12,18.76,0.06,0.41,17.61,0.01,0.42,15.93,0,0.36,19.06,18.83,18.75,19.23,18.04,16.29,18800
4,22316,26936.1,357.1,777.1,34026.3,225.2,31.2,790.5,8,0,166,1631.7,1592.3,1629.8,1607.2,1764,1849.2,1610.1,18.07,0.04,0.4,18.48,0.01,0.13,18.42,0.15,0.12,18.68,0.07,0.4,17.53,0.01,0.39,15.99,0.01,0.36,18.51,18.62,18.69,19.15,17.93,16.36,18800
5,22062.2,25845,350.5,759.8,34110.7,222.6,29.9,763.1,7.9,0,327.9,1622.2,1599.7,1696,1662.8,1806.6,1912,1686.2,18.03,0.02,0.36,19.4,0.01,0.05,19.34,0.16,0.03,19.51,0.07,0.5,18.69,0.01,0.52,17.76,0.03,0.42,18.41,19.46,19.53,20.08,19.22,18.21,18800
6,21829.1,25481,422.2,749.2,34218.3,203.3,31.5,779.8,15.6,0,450.2,1627.8,1617.3,1786.5,1750.7,1892.5,2025.8,1804.6,17.75,0.13,0.22,21.9,0.01,-0.01,21.02,0.23,-0.07,20.98,0.07,0.42,20.62,0.01,0.56,18.89,0.02,0.48,18.1,21.9,21.18,21.47,21.19,19.39,18800
7,21841.5,26133.5,427.9,719.7,34231,192.1,60.2,788.6,150,0,573.3,1661.2,1699.8,1913.3,1874.5,2026.7,2176.3,1972.1,19.16,0.04,0.18,24.23,0,-0.08,23.58,0.1,-0.05,23.21,-0.14,0.4,21.94,0.01,0.64,20.21,0.11,0.54,19.38,24.15,23.63,23.47,22.59,20.86,18800
8,23063.5,29085.3,469.1,693.2,34237.1,175.3,108.1,779.7,393.7,0,448.2,1760.2,1862.3,2064.4,2009.2,2156.4,2354.5,2130,21.58,0.33,0.35,26.26,0.29,0.05,25.51,0.02,-0.12,25.9,-0.14,0.52,24.25,0.09,0.61,22.79,0.38,0.8,22.26,26.6,25.41,26.28,24.95,23.97,18800
9,25976.1,31937.6,403.6,825.9,34232.6,178.9,124.3,795.6,540.9,0,226.6,1863.8,2073.9,2218.8,2138.2,2281.7,2555.9,2318.3,27.4,0.54,0.51,28.24,0.66,0.32,26.67,0.19,0.01,28.24,-0.26,0.61,29.13,0.79,0.72,26.25,1.38,0.71,28.45,29.22,26.87,28.59,30.64,28.34,18800
10,30306.2,34725.2,453.2,1331.2,34214.6,180.9,129.8,797.7,558.7,0,181.4,2010.2,2281.2,2384,2244.8,2399.7,2744,2502.2,30.92,1.53,0.68,34.23,1.59,0.61,31.11,0.51,0.07,32.11,1.07,0.56,36.37,2.16,0.86,31.85,3.3,0.85,33.13,36.43,31.69,33.74,39.39,36,18800
11,33209.2,37352.7,635.2,1356,34152.2,175.2,133.9,806.9,518.5,0,81.8,2189,2445.7,2514.3,2348,2494.5,2850.5,2660.2,35.06,2.09,0.49,37.82,1.9,0.65,34.28,1.37,-0.08,36.99,2.2,0.62,42.29,3.95,1,34.18,4.99,0.76,37.64,40.37,35.57,39.81,47.24,39.93,18800
12,34315.7,38868.3,1462.4,1633.9,34128.7,175.4,133,810,575.6,0,75.1,2305.1,2568.8,2640.9,2453.2,2594,2984,2793.9,42.03,2.64,0.8,42.03,3.08,0.59,37.67,1.52,0.1,38.97,2.93,0.71,43.55,4.99,1.11,39.26,7.41,0.65,45.47,45.7,39.29,42.61,49.65,47.32,18800
13,35437.3,40663.5,2625.5,2023.9,34100.3,172.2,129.2,799.2,624.6,0,87.4,2412.5,2664.1,2762.5,2568.4,2679,3099.7,2904.1,43.06,3.28,0.94,45.01,5.36,0.65,41.66,1.84,0.13,42.44,3.67,0.32,46.2,4.36,1.04,40.15,7.39,0.77,47.28,51.02,43.63,46.43,51.6,48.31,18800
14,35452.9,42249.7,4367.2,2020.4,34061,169.2,127.5,808.3,719.1,0,135.8,2519.9,2737.4,2843.8,2631.1,2737.1,3141.3,2987.7,44.29,10.42,0.92,49.92,7.29,0.72,47.03,2.88,0.3,45.36,4.22,0.38,48.04,5.15,0.97,42.94,8.74,0.9,55.63,57.93,50.21,49.96,54.16,52.58,18800
15,36038.1,43848.2,4683.2,2021.4,34032.3,158,122.7,809,715.3,0,349.8,2604,2799.4,2896.3,2692.1,2783,3145,3042.9,51.59,11.02,0.87,55.39,7.38,0.67,51.38,3.71,0.2,52.36,4.87,0.1,62.21,4.67,0.96,49.72,10.19,1.3,63.48,63.44,55.29,57.33,67.84,61.21,18800
16,36025.4,46663.5,5381.8,2044,34016.9,195.7,106.1,811.5,620.2,0,272.4,2700.5,2854.5,2941.5,2734,2802.8,3064.4,3075.9,55.49,11.62,0.96,60.23,6.72,0.64,54.81,4.92,0.16,59.39,5.17,0.12,66.67,3.41,1.03,55.78,9.83,1.56,68.07,67.59,59.89,64.68,71.11,67.17,18800
17,36716.2,48808.6,5009.6,2525.4,33961.5,153.2,116.3,815.5,430.3,0,307.1,2749.2,2872.1,2946.7,2753.8,2811,2979.8,3096.7,64.58,5.25,1.28,63.17,8.23,0.54,56.11,5.12,0.05,53.05,4.91,0.04,65.84,2.12,0.9,57.23,9.45,1.56,71.11,71.94,61.28,58,68.86,68.24,18800
18,36964.9,48368,4760.6,2639.6,33947.9,153,101.7,813.8,318.5,0,481.8,2694.3,2838.6,2909.8,2732.9,2770.6,2907.9,3077.1,49.81,2.13,1.07,51.64,5.14,0.72,47.98,3.46,0.25,44.19,3.51,-0.39,49.1,2.07,0.45,45.15,6.83,1.34,53.01,57.5,51.69,47.31,51.62,53.32,18800
19,36518.5,47673.6,3560.6,2685.3,33948.7,150.9,49.6,813.7,75.2,0,312.1,2618,2727.1,2824.3,2648.8,2669,2791.3,2997.8,42.02,1.02,0.86,42.62,2.8,0.6,41.55,2.74,0.21,36.65,2.86,0.02,43.14,2.13,0.64,40.65,2.7,0.97,43.9,46.02,44.5,39.53,45.91,44.32,18800
20,36576.8,46020,1049.1,2633.3,33974.5,150.4,32.3,814,7.2,0,311,2519.4,2608,2689.6,2521.3,2530.2,2683.2,2876.2,37.55,0.46,0.71,38.71,1.97,0.45,35.59,1.39,0.26,33.45,1.33,-0.06,39.09,0.4,0.72,39.05,2.07,0.91,38.72,41.13,37.24,34.72,40.21,42.03,18800
21,36646,44015.2,505.6,2497.3,34006.5,154,30.3,812.4,7.4,0,431.3,2479.1,2542.3,2566.8,2429.5,2416.7,2609.8,2770.9,35.22,0.23,0.55,36.09,0.82,0.58,33.21,0.82,0.07,32.24,0.01,-0.04,36.26,-0.22,0.89,35.11,1.6,0.76,36,37.49,34.1,32.21,36.93,37.47,18800
22,35962,39673.3,274.6,2379.5,33999.5,155.8,30.8,808.2,7.5,0,536.2,2373.4,2399.7,2386.8,2270.9,2253.3,2462.6,2594.6,30.49,0,0.76,29.96,0.72,0.47,26.95,0.42,0.16,26.46,0.05,-0.03,29.52,0.24,0.61,27.71,1.06,0.71,31.25,31.15,27.53,26.48,30.37,29.48,18800
23,35011.3,35159.1,284,2068,34019.3,155,29.8,810.3,7.6,0,635.8,2215.8,2199.3,2153.2,2046.7,2036.2,2255,2360,26.33,0,0.56,26,0.05,0.3,24.57,0.05,0,23.95,0,-0.23,26.16,0.14,0.37,25.4,0,0.68,26.89,26.35,24.62,23.72,26.67,26.08,18800
0,33435.9,32192.7,271.3,1035.9,34039.4,157.4,28.9,819.1,7.8,0,724.5,2073.1,2023,1937.7,1882,1853.8,2082.3,2166,23.74,0,0.56,22.6,0,0.35,22.97,0,0.01,22.4,-0.04,-0.38,22.92,-0.11,0.32,21.01,0.01,0.54,24.3,22.95,22.98,21.98,23.13,21.56,15148
1,30110,31389.9,239.5,706.2,34081.2,162.3,29.3,820.7,7.8,0,795.4,1963.5,1882.9,1787.3,1768.8,1723.1,1953.1,2024.5,22.65,0,0.6,21.04,0,0.42,20.38,0.01,0.06,20.08,0.03,-0.07,20.37,0.03,0.38,19.74,0.01,0.61,23.25,21.46,20.45,20.04,20.78,20.36,15148
2,26950.9,30197.2,235.7,707.3,34126.5,164.3,29.3,812.3,7.9,0,747.1,1886.5,1766.1,1685.9,1685.2,1656.6,1850.9,1917.6,20.32,0,0.6,19.24,0,0.45,19.22,0,0.18,19.25,0.04,0.07,19.33,0.06,0.48,18.46,0.01,0.5,20.92,19.69,19.4,19.36,19.87,18.97,15148
3,25826.4,29740.6,262.8,602.2,34152.2,170.2,31.2,787.9,7.9,0,559,1855.9,1676.7,1627.3,1636.7,1612.5,1787.5,1856.1,19.51,0,0.64,18.65,0,0.41,18.61,0,0.22,18.58,0.05,0.12,18.76,0.06,0.41,17.61,0.01,0.42,20.15,19.06,18.83,18.75,19.23,18.04,15148
4,25206.4,29792.9,436.3,605.8,34157.1,172.1,28.8,793,7.9,0,595.5,1867.9,1631.7,1592.3,1629.8,1607.2,1764,1849.2,18.72,0.02,0.65,18.07,0.04,0.4,18.48,0.01,0.13,18.42,0.15,0.12,18.68,0.07,0.4,17.53,0.01,0.39,19.39,18.51,18.62,18.69,19.15,17.93,15148
5,26969.6,31048,486,717.9,34181.4,172.4,29.4,788.1,7.8,0,499,1945,1622.2,1599.7,1696,1662.8,1806.6,1912,18.45,0.02,0.64,18.03,0.02,0.36,19.4,0.01,0.05,19.34,0.16,0.03,19.51,0.07,0.5,18.69,0.01,0.52,19.11,18.41,19.46,19.53,20.08,19.22,15148
6,29016.9,31955.6,491.3,711,34184.6,173,28.3,803.1,9.4,0,481.5,2103.4,1627.8,1617.3,1786.5,1750.7,1892.5,2025.8,17.89,0.02,0.67,17.75,0.13,0.22,21.9,0.01,-0.01,21.02,0.23,-0.07,20.98,0.07,0.42,20.62,0.01,0.56,18.58,18.1,21.9,21.18,21.47,21.19,15148
7,32872.8,33139.9,477.4,756.8,34180.1,176.2,36.6,805.9,80.9,0,343.7,2243.6,1661.2,1699.8,1913.3,1874.5,2026.7,2176.3,19.09,0.02,0.58,19.16,0.04,0.18,24.23,0,-0.08,23.58,0.1,-0.05,23.21,-0.14,0.4,21.94,0.01,0.64,19.69,19.38,24.15,23.63,23.47,22.59,15148
8,35411.8,36376,488.7,837.5,34178.7,174.5,53.7,825.4,253.5,0,75,2390.3,1760.2,1862.3,2064.4,2009.2,2156.4,2354.5,22.04,0.01,0.72,21.58,0.33,0.35,26.26,0.29,0.05,25.51,0.02,-0.12,25.9,-0.14,0.52,24.25,0.09,0.61,22.77,22.26,26.6,25.41,26.28,24.95,15148
9,38602.5,39436.1,505.2,1552,34132.6,186.3,100.7,827.1,439.6,0,19.9,2546.9,1863.8,2073.9,2218.8,2138.2,2281.7,2555.9,25.69,0.02,0.83,27.4,0.54,0.51,28.24,0.66,0.32,26.67,0.19,0.01,28.24,-0.26,0.61,29.13,0.79,0.72,26.54,28.45,29.22,26.87,28.59,30.64,15148
10,39503.1,44528.1,550.3,2584.7,34048.4,223,96.3,809.3,549.5,0,38.8,2707,2010.2,2281.2,2384,2244.8,2399.7,2744,28.6,0.27,1.04,30.92,1.53,0.68,34.23,1.59,0.61,31.11,0.51,0.07,32.11,1.07,0.56,36.37,2.16,0.86,29.91,33.13,36.43,31.69,33.74,39.39,15148
11,40497.6,49055.9,1585.1,2707.3,33943.3,248.2,111.3,791.2,619.1,0,78.8,2847.7,2189,2445.7,2514.3,2348,2494.5,2850.5,34.45,0.63,1.03,35.06,2.09,0.49,37.82,1.9,0.65,34.28,1.37,-0.08,36.99,2.2,0.62,42.29,3.95,1,36.11,37.64,40.37,35.57,39.81,47.24,15148
12,41247.8,51424.6,4621.3,3181.9,33858,254.1,120,786.5,694.4,0,146.9,2964.9,2305.1,2568.8,2640.9,2453.2,2594,2984,37.35,1.52,0.98,42.03,2.64,0.8,42.03,3.08,0.59,37.67,1.52,0.1,38.97,2.93,0.71,43.55,4.99,1.11,39.85,45.47,45.7,39.29,42.61,49.65,15148
13,42072.9,55523.1,5130.9,3453.6,33785.9,257.9,91.2,810.3,652.8,0,316.8,3050.5,2412.5,2664.1,2762.5,2568.4,2679,3099.7,43,0.39,1.05,43.06,3.28,0.94,45.01,5.36,0.65,41.66,1.84,0.13,42.44,3.67,0.32,46.2,4.36,1.04,44.44,47.28,51.02,43.63,46.43,51.6,15148
14,42452.1,57995.2,5345.7,3471,33757.4,432.8,111.1,818.1,645.7,0,368.9,3036.8,2519.9,2737.4,2843.8,2631.1,2737.1,3141.3,43.99,1.2,0.93,44.29,10.42,0.92,49.92,7.29,0.72,47.03,2.88,0.3,45.36,4.22,0.38,48.04,5.15,0.97,46.12,55.63,57.93,50.21,49.96,54.16,15148
15,42234.5,58682.2,5707.9,3426.4,33735.7,361,84.5,831.9,738.5,0,841,2972.4,2604,2799.4,2896.3,2692.1,2783,3145,52.11,1.3,1.23,51.59,11.02,0.87,55.39,7.38,0.67,51.38,3.71,0.2,52.36,4.87,0.1,62.21,4.67,0.96,54.64,63.48,63.44,55.29,57.33,67.84,15148
16,42587.6,58834.7,5720.3,3468.5,33715,256.4,122,822.8,614.9,0,1006.1,2976.3,2700.5,2854.5,2941.5,2734,2802.8,3064.4,59.67,0.1,1.31,55.49,11.62,0.96,60.23,6.72,0.64,54.81,4.92,0.16,59.39,5.17,0.12,66.67,3.41,1.03,61.08,68.07,67.59,59.89,64.68,71.11,15148
17,42308,57876.5,5079.6,3418,33708.5,245.2,111.9,848,498.1,0,1004.9,2971.9,2749.2,2872.1,2946.7,2753.8,2811,2979.8,64.1,-0.65,1.46,64.58,5.25,1.28,63.17,8.23,0.54,56.11,5.12,0.05,53.05,4.91,0.04,65.84,2.12,0.9,64.91,71.11,71.94,61.28,58,68.86,15148
18,41888.4,57588.7,5030.2,3444.5,33682,244.1,96.6,848.8,331.5,0,1049.5,2938.4,2694.3,2838.6,2909.8,2732.9,2770.6,2907.9,50.8,0.03,1.1,49.81,2.13,1.07,51.64,5.14,0.72,47.98,3.46,0.25,44.19,3.51,-0.39,49.1,2.07,0.45,51.93,53.01,57.5,51.69,47.31,51.62,15148
19,42408,55598.6,3997.5,3442.9,33713.1,243,56.4,846.9,86.7,0,993,2841.4,2618,2727.1,2824.3,2648.8,2669,2791.3,42.95,-0.42,0.87,42.02,1.02,0.86,42.62,2.8,0.6,41.55,2.74,0.21,36.65,2.86,0.02,43.14,2.13,0.64,43.4,43.9,46.02,44.5,39.53,45.91,15148
20,41931.9,52659.8,2143.2,3425.9,33765.6,203,28.9,837.2,7,0,945.5,2727.2,2519.4,2608,2689.6,2521.3,2530.2,2683.2,39.27,-0.11,0.79,37.55,0.46,0.71,38.71,1.97,0.45,35.59,1.39,0.26,33.45,1.33,-0.06,39.09,0.4,0.72,39.95,38.72,41.13,37.24,34.72,40.21,15148
21,41042.4,49795.6,752.6,3385,33853.2,203.7,34.6,847.2,7,0,1147.8,2646.2,2479.1,2542.3,2566.8,2429.5,2416.7,2609.8,36.71,0.1,0.52,35.22,0.23,0.55,36.09,0.82,0.58,33.21,0.82,0.07,32.24,0.01,-0.04,36.26,-0.22,0.89,37.33,36,37.49,34.1,32.21,36.93,15148
22,39681.9,44625.6,406.2,2867.5,33915.4,206.1,34.2,839.6,7.1,0,1384.2,2502.1,2373.4,2399.7,2386.8,2270.9,2253.3,2462.6,31.28,0.03,0.62,30.49,0,0.76,29.96,0.72,0.47,26.95,0.42,0.16,26.46,0.05,-0.03,29.52,0.24,0.61,31.93,31.25,31.15,27.53,26.48,30.37,15148
23,39426.9,37721.2,350.8,1536.1,33948.9,207.5,33.9,845.9,7.3,0,1641,2289.9,2215.8,2199.3,2153.2,2046.7,2036.2,2255,27.6,0,0.54,26.33,0,0.56,26,0.05,0.3,24.57,0.05,0,23.95,0,-0.23,26.16,0.14,0.37,28.14,26.89,26.35,24.62,23.72,26.67,15148
