time,Coal,Gas,Hydro,Multiple Fuels,Nuclear,Oil,Other,Other Renewables,Solar,Storage,Wind,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,prelim_load_avg_hourly,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_da,congestion_price_da,marginal_loss_price_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,total_lmp_da,0
0,24155.5,26723.7,1120.5,493.9,29749.4,218.9,39.4,619.1,2.8,0,4802.5,7302,7503.4,6513.3,6396.8,6064.4,6104.3,7187.4,25.83,-0.17,0.5,25.96,0.87,0.28,22.81,1.49,0.54,22.21,1.87,0.4,24.85,1.31,0.68,23.42,3.18,0.32,26.16,27.11,24.84,24.48,26.84,26.92,49663
1,21721.9,25231.3,1085.4,495.4,29748.7,173.1,38.9,631.1,2.8,0,4811.9,6953.5,7135.1,6291.3,6115.1,5863.1,5933.7,6896.5,23.47,-0.18,0.45,23.94,0.84,0.24,21.77,1.4,0.45,21.54,1.25,0.42,22.87,1.57,0.6,21.45,2.35,0.29,23.74,25.02,23.62,23.21,25.04,24.09,49663
2,20454.5,24544.9,1094.1,495.1,29769.7,174.5,41.4,624.3,2.8,0,4468.2,6714.4,6948.9,6127,5936.8,5693.1,5810.8,6716.5,21.28,-0.11,0.42,21.56,1.07,0.2,20.46,1.19,0.47,20.77,1.11,0.49,20.41,2.1,0.57,19.3,2.66,0.27,21.59,22.83,22.12,22.37,23.08,22.23,49663
3,20134.5,23728.3,1203.4,495.2,29769.4,175.5,42.6,620.5,2.8,0,4186.5,6540.8,6814,6099.4,5760.5,5656.3,5792.4,6602.5,20.72,-0.09,0.41,20.73,1.1,0.18,19.18,1.38,0.43,20.07,1.23,0.51,19.54,2.37,0.54,18.51,3.15,0.26,21.04,22.01,20.99,21.81,22.45,21.92,49663
4,20315.6,23745.1,1176.1,469.1,29766.8,178.1,40.6,625.5,2.8,0,3999.6,6601.6,6825.9,6217.1,5758.2,5707.3,5903.7,6701.6,21.15,-0.09,0.44,21.53,1.31,0.18,19.21,1.3,0.46,19.83,1.27,0.49,20.17,2.77,0.57,18.77,3.16,0.33,21.5,23.02,20.97,21.59,23.51,22.26,49663
5,21636.6,25845.5,1193.5,472.8,29804.9,175.1,40,640.2,2.8,0,3795.1,6902.4,7150.4,6549.6,5780.6,5834.2,6194.2,7048.1,24.53,-0.07,0.53,25.9,1.37,0.24,19.77,1.44,0.43,20.2,1.83,0.53,23.74,2.81,0.57,22.22,3.73,0.47,24.99,27.51,21.64,22.56,27.12,26.42,49663
6,24202.8,30308.5,1348.2,815.4,29804.8,221.5,41.8,636.4,2.8,0,3771.4,7602,7852.5,7223.8,5907,6029.3,6822.5,7739.2,33.84,-0.2,0.94,35.44,1.64,0.4,21.1,2.56,0.52,22.43,2,0.57,32.95,2.99,0.8,29.37,4.65,0.87,34.58,37.48,24.18,25,36.74,34.89,49663
7,27622.8,31617.8,1305.3,818,29818.9,236.4,44.2,632.8,4,0,3603.4,8008.7,8292.6,7723.9,5946.3,6362.5,7187,8293.2,35.19,0.05,1.07,33.22,1.72,0.3,23.24,1.45,0.55,24.53,1.51,0.77,31.92,2.22,0.83,29.42,2.26,0.86,36.31,35.24,25.24,26.81,34.97,32.54,49663
8,27835.6,31665,1558.3,868.1,29819.2,231.6,70.2,637,140,0,3702.5,8231.6,8427.4,7900.6,6206.5,6631.6,7286.4,8497.7,35.56,0.15,1.28,33.37,3.16,0.24,24.98,1.27,0.58,27.23,1.48,0.83,31.61,1.7,0.82,29.37,2.38,0.94,36.99,36.77,26.83,29.54,34.13,32.69,49663
9,28508.6,32895.5,1798.4,850.4,29817.2,229.9,52.7,621.9,355,0,4144.7,8555.8,8836.3,8220,6523.3,6909.8,7387.8,8701.8,39.46,0.67,1.52,37.15,6.23,0.35,28.96,1.46,0.75,29.55,2,0.9,33.02,1.87,0.88,33.34,4.21,1.17,41.65,43.73,31.17,32.45,35.77,38.72,49663
10,29042.4,34250.4,2107.7,1126.8,29771.8,233.6,103.5,612.8,407.7,0,3885.4,8954,9402.7,8736.2,6881.7,7226.9,7507.4,8898.5,42.68,1.37,1.34,40.41,5.29,0.55,32.43,1.96,1,28.73,4.45,0.95,34.7,2.42,1.08,35.87,3.75,1.23,45.39,46.25,35.39,34.13,38.2,40.85,49663
11,29278.6,35721.7,2758.4,1584.8,29775.4,233,81,622.4,442.6,0,4116.1,9347.5,9796.6,9258.2,7253.4,7448.3,7571.4,8899.3,44.67,4.78,1.66,44.01,8.17,0.77,37.72,3.42,1.23,29.98,6.13,0.95,35.61,2.33,1.06,39.08,0.97,1.36,51.11,52.95,42.37,37.06,39,41.41,49663
12,29580.6,37124.6,3611.6,1910.3,29742.7,223.2,87.3,598.1,496.5,0,3674.5,9696.4,10187,9781.1,7563.6,7710.5,7594.6,8774.6,50.84,7.43,2.02,50.08,17.48,0.71,38.93,2.74,1.25,33.47,7.96,0.99,37.86,3.5,0.91,41.51,0.12,1.34,60.29,68.27,42.92,42.42,42.27,42.97,49663
13,29890.6,39742,4200.4,2299.6,29758.2,228.9,88.4,610,490.1,0,3659.8,10049.5,10539.5,10269.2,7767.7,7937.9,7624.5,8695,57.82,11.76,2.63,63.73,27.72,0.9,46.57,1.72,1.37,35.82,10.23,0.97,38.38,4.02,0.64,46.8,-1.69,1.51,72.21,92.35,49.66,47.02,43.04,46.62,49663
14,29824.6,41298.1,3926.1,2337.5,29750,283.7,82.5,609.8,517.4,0,3563.5,10165.1,10737.4,10532.1,7904.3,8195.6,7565.9,8469,66.58,13.14,3.06,74.25,29.01,1.07,53.14,-0.52,1.52,40.08,13.78,1,39.39,5.42,0.53,52.41,-1.89,1.61,82.78,104.33,54.14,54.86,45.34,52.13,49663
15,29618,41735,3741.5,2300.8,29709.1,314.1,62,607.1,415.3,0,3646,10113.1,10827.6,10736,7991.2,8313.1,7448,8241.4,76.46,13.7,3.39,83.49,30.43,1.19,58.31,-1.4,1.77,42.16,16.85,0.96,40.61,6.32,0.35,59.94,-2.72,1.62,93.55,115.11,58.68,59.97,47.28,58.84,49663
16,29437.6,41860.8,3816.6,2309.7,29668.1,314,94.1,605.5,228.6,0,3542.3,9848.8,10816,10804.9,8050.1,8431.4,7394.8,8014.8,81.24,18.53,3.53,97.14,29.61,1.53,70.9,-5.35,2.19,43.32,16.76,0.89,40.8,6.04,0.28,64.77,-2.55,1.53,103.3,128.28,67.74,60.97,47.12,63.75,49663
17,29038.5,41328.3,4175.9,2327.8,29662.5,311.7,79.6,622.6,74.5,0,3754,9537,10616.6,10680.5,8112.8,8518.3,7409.4,7878.7,69.75,11.92,2.94,86.8,28.19,1.45,71.33,-3.25,1.92,42.98,14.38,0.93,38.27,5.32,0.17,58.03,-1.45,1.55,84.61,116.44,70,58.29,43.76,58.13,49663
18,28752.8,40090.8,3984.4,2332.7,29671,303.6,38.3,609.3,2.8,0,4019.6,9295.5,10289,10448.8,8076,8323.5,7349.8,7728.9,62.05,7.87,2.41,68.09,22.87,0.79,55.03,-1,1.44,41.99,11.79,0.97,37.39,4.53,0.14,46.66,-1.8,1.22,72.33,91.75,55.47,54.75,42.06,46.08,49663
19,29404.6,40539.3,3943.9,2338.8,29684.5,337.3,45,596.5,2.8,0,4218,9283.2,10188.9,10413.2,8212.2,8326.1,7446.3,7782.8,56.29,6.76,2.11,67.76,22.26,0.71,55.96,0.38,1.47,42.09,8.03,0.91,39.16,3.45,0.19,51.24,-0.91,1.46,65.16,90.73,57.81,51.03,42.8,51.79,49663
20,29410.8,39240.1,2731.2,2245.7,29729.8,337.4,39,602.2,2.8,0,4855.9,9009.7,9861.9,10043.4,8050.7,8231.7,7352.6,7705.7,44.2,0.84,1.61,46.29,13.15,0.79,46.17,2.17,1.34,33.81,7.01,0.83,34.87,3.48,0.4,39.85,0.93,1.15,46.65,60.23,49.68,41.65,38.75,41.93,49663
21,29249.2,35130.6,1626.4,1951,29743.7,314.1,37.5,601.8,2.8,0,5255.4,8616.8,9277.6,9431.5,7679,7856.7,7192.6,7380.3,38.3,0.91,1.44,38.43,8.35,0.8,37.78,1.8,1.04,29.58,5.42,0.69,29.57,1.33,0.36,34.99,1.09,1.11,40.65,47.58,40.62,35.69,31.26,37.19,49663
22,26574.4,30967.4,1500.1,1087.6,29756,265.5,44.6,616.9,2.8,0,5545,8060.7,8511,8716.7,7217.2,7424.3,6843.9,6891.6,33.71,0.28,1.14,33.36,5.96,0.66,31.73,1.8,0.78,26.06,3.35,0.49,27.19,2.11,0.18,29.37,0.22,0.86,35.13,39.98,34.31,29.9,29.48,30.45,49663
23,24563.3,28645.3,1256.2,717.7,29781.7,218.8,40.1,592.6,2.8,0,5200.4,7492.7,7814.9,8034.8,6793.9,6858.3,6334.4,6454.6,29.24,-0.46,0.88,30.96,2.78,0.46,26.48,0.86,0.45,24.18,2.29,0.37,24.31,0.93,0.18,27.5,-0.98,0.65,29.66,34.2,27.79,26.84,25.42,27.17,49663
0,23037.6,27299.5,1150.8,420.3,29818.8,216.6,38.7,618.6,2.8,0,4325.7,7123.6,7302,7503.4,6513.3,6396.8,6064.4,6104.3,26.53,-0.65,0.39,25.83,-0.17,0.5,25.96,0.87,0.28,22.81,1.49,0.54,22.21,1.87,0.4,24.85,1.31,0.68,26.27,26.16,27.11,24.84,24.48,26.84,50374
1,21347.1,26156.8,1143.8,283.4,29684.9,170.3,42.7,618.8,2.8,0,5187.6,6859.4,6953.5,7135.1,6291.3,6115.1,5863.1,5933.7,24.07,-0.31,0.32,23.47,-0.18,0.45,23.94,0.84,0.24,21.77,1.4,0.45,21.54,1.25,0.42,22.87,1.57,0.6,24.08,23.74,25.02,23.62,23.21,25.04,50374
2,20369.6,25688.2,1003.6,150.7,29472.5,170.8,39.7,616.9,2.8,0,4834.9,6652,6714.4,6948.9,6127,5936.8,5693.1,5810.8,22.17,-0.05,0.24,21.28,-0.11,0.42,21.56,1.07,0.2,20.46,1.19,0.47,20.77,1.11,0.49,20.41,2.1,0.57,22.36,21.59,22.83,22.12,22.37,23.08,50374
3,20475,25597.4,1029.7,152.4,29392.8,169.7,39.3,621.4,2.8,0,4912,6578.1,6540.8,6814,6099.4,5760.5,5656.3,5792.4,21.63,-0.05,0.25,20.72,-0.09,0.41,20.73,1.1,0.18,19.18,1.38,0.43,20.07,1.23,0.51,19.54,2.37,0.54,21.83,21.04,22.01,20.99,21.81,22.45,50374
4,20855,25694.7,1193.5,151.2,29411.3,172.6,39.5,617.5,2.8,0,4518,6611.3,6601.6,6825.9,6217.1,5758.2,5707.3,5903.7,22.16,-0.04,0.24,21.15,-0.09,0.44,21.53,1.31,0.18,19.21,1.3,0.46,19.83,1.27,0.49,20.17,2.77,0.57,22.36,21.5,23.02,20.97,21.59,23.51,50374
5,22336.7,27353.8,1276.8,150.6,29539.7,218.3,37.3,607.4,2.8,0,4822.8,6950,6902.4,7150.4,6549.6,5780.6,5834.2,6194.2,25.81,-0.2,0.26,24.53,-0.07,0.53,25.9,1.37,0.24,19.77,1.44,0.43,20.2,1.83,0.53,23.74,2.81,0.57,25.87,24.99,27.51,21.64,22.56,27.12,50374
6,24126.5,29614.3,1269.5,230.5,29601.2,221,38.3,601.9,2.8,0,4438.8,7551.6,7602,7852.5,7223.8,5907,6029.3,6822.5,34.48,-1.83,0.63,33.84,-0.2,0.94,35.44,1.64,0.4,21.1,2.56,0.52,22.43,2,0.57,32.95,2.99,0.8,33.28,34.58,37.48,24.18,25,36.74,50374
7,25279.8,31679,1199.5,422.9,29711.9,237.6,39.8,593.5,2.8,0,4912.9,8009.1,8008.7,8292.6,7723.9,5946.3,6362.5,7187,33.89,1.09,0.58,35.19,0.05,1.07,33.22,1.72,0.3,23.24,1.45,0.55,24.53,1.51,0.77,31.92,2.22,0.83,35.56,36.31,35.24,25.24,26.81,34.97,50374
8,26698,33257.8,1032.2,682.2,29728.3,323.8,41.4,596.6,29.5,0,4461.6,8036.6,8231.6,8427.4,7900.6,6206.5,6631.6,7286.4,33.94,1.36,0.69,35.56,0.15,1.28,33.37,3.16,0.24,24.98,1.27,0.58,27.23,1.48,0.83,31.61,1.7,0.82,35.99,36.99,36.77,26.83,29.54,34.13,50374
9,26440.3,33380.8,1014.7,859.2,29966.6,309.2,37.1,592.5,102.6,0,4604.3,8004.2,8555.8,8836.3,8220,6523.3,6909.8,7387.8,38.86,0.96,0.69,39.46,0.67,1.52,37.15,6.23,0.35,28.96,1.46,0.75,29.55,2,0.9,33.02,1.87,0.88,40.51,41.65,43.73,31.17,32.45,35.77,50374
10,26220.5,33475.8,1458.3,1118.3,30127.1,323,38.3,590.5,139.9,0,4813.8,7974.6,8954,9402.7,8736.2,6881.7,7226.9,7507.4,42.43,3.07,0.85,42.68,1.37,1.34,40.41,5.29,0.55,32.43,1.96,1,28.73,4.45,0.95,34.7,2.42,1.08,46.35,45.39,46.25,35.39,34.13,38.2,50374
11,25794.9,34270.6,2712.2,1371.5,30188.6,276.3,43.5,595.4,167.5,0,4573.8,7925.9,9347.5,9796.6,9258.2,7253.4,7448.3,7571.4,44.95,5.23,1.37,44.67,4.78,1.66,44.01,8.17,0.77,37.72,3.42,1.23,29.98,6.13,0.95,35.61,2.33,1.06,51.55,51.11,52.95,42.37,37.06,39,50374
12,25141.4,34774.2,3217,1267.7,30239.5,309.9,38.3,610.2,245.6,0,4708.7,7890,9696.4,10187,9781.1,7563.6,7710.5,7594.6,48.39,13.44,1.58,50.84,7.43,2.02,50.08,17.48,0.71,38.93,2.74,1.25,33.47,7.96,0.99,37.86,3.5,0.91,63.41,60.29,68.27,42.92,42.42,42.27,50374
13,25614.2,34850.7,4138.7,1393,30306.7,296.5,39.2,603.5,230.7,0,4904.4,7843.9,10049.5,10539.5,10269.2,7767.7,7937.9,7624.5,56.9,19.83,2.25,57.82,11.76,2.63,63.73,27.72,0.9,46.57,1.72,1.37,35.82,10.23,0.97,38.38,4.02,0.64,78.98,72.21,92.35,49.66,47.02,43.04,50374
14,26122.9,34802.6,3831.5,1392.4,30317.2,342.2,38.1,584.3,181.5,0,4828.9,7684.6,10165.1,10737.4,10532.1,7904.3,8195.6,7565.9,61.53,23.86,2.55,66.58,13.14,3.06,74.25,29.01,1.07,53.14,-0.52,1.52,40.08,13.78,1,39.39,5.42,0.53,87.94,82.78,104.33,54.14,54.86,45.34,50374
15,25816.2,34176.9,4072.5,1317.5,30522.3,342.6,38.4,586.5,113.6,0,4771.1,7533.5,10113.1,10827.6,10736,7991.2,8313.1,7448,65.08,24.59,2.63,76.46,13.7,3.39,83.49,30.43,1.19,58.31,-1.4,1.77,42.16,16.85,0.96,40.61,6.32,0.35,92.3,93.55,115.11,58.68,59.97,47.28,50374
16,26332.3,33720.1,4257.1,1393.8,30560.7,343.9,40.7,573.1,25.9,0,4757.7,7420.5,9848.8,10816,10804.9,8050.1,8431.4,7394.8,67.9,26.07,2.54,81.24,18.53,3.53,97.14,29.61,1.53,70.9,-5.35,2.19,43.32,16.76,0.89,40.8,6.04,0.28,96.51,103.3,128.28,67.74,60.97,47.12,50374
17,26016.5,33478.7,3940.4,1375.2,30402.7,346,37.4,554.4,12.8,0,4695.7,7359.8,9537,10616.6,10680.5,8112.8,8518.3,7409.4,60.64,20.86,2.12,69.75,11.92,2.94,86.8,28.19,1.45,71.33,-3.25,1.92,42.98,14.38,0.93,38.27,5.32,0.17,83.62,84.61,116.44,70,58.29,43.76,50374
18,26175.9,33440,4093.3,1397.7,30304.4,206.3,38.2,563.4,2.8,0,4840.6,7307.1,9295.5,10289,10448.8,8076,8323.5,7349.8,53.81,16.61,1.65,62.05,7.87,2.41,68.09,22.87,0.79,55.03,-1,1.44,41.99,11.79,0.97,37.39,4.53,0.14,72.07,72.33,91.75,55.47,54.75,42.06,50374
19,26798.3,33588.5,4062.5,1404.5,30241.8,212.3,37.2,540.5,2.8,0,4170.2,7585,9283.2,10188.9,10413.2,8212.2,8326.1,7446.3,50.52,5.85,1.33,56.29,6.76,2.11,67.76,22.26,0.71,55.96,0.38,1.47,42.09,8.03,0.91,39.16,3.45,0.19,57.7,65.16,90.73,57.81,51.03,42.8,50374
20,26978.1,32643.3,2972.1,1408.2,30126.8,192.4,37.3,561.2,2.8,0,3927.9,7537.2,9009.7,9861.9,10043.4,8050.7,8231.7,7352.6,43.3,3.37,0.92,44.2,0.84,1.61,46.29,13.15,0.79,46.17,2.17,1.34,33.81,7.01,0.83,34.87,3.48,0.4,47.59,46.65,60.23,49.68,41.65,38.75,50374
21,25895.6,30660.4,2155,412.8,30183.7,170.3,36.8,558.3,2.8,0,3627.4,7220.3,8616.8,9277.6,9431.5,7679,7856.7,7192.6,36.62,1.51,0.75,38.3,0.91,1.44,38.43,8.35,0.8,37.78,1.8,1.04,29.58,5.42,0.69,29.57,1.33,0.36,38.88,40.65,47.58,40.62,35.69,31.26,50374
22,24595,28443.5,1738.6,54.8,30224.9,170.5,37.3,561.5,2.8,0,3453.9,6811.2,8060.7,8511,8716.7,7217.2,7424.3,6843.9,30.73,0.49,0.62,33.71,0.28,1.14,33.36,5.96,0.66,31.73,1.8,0.78,26.06,3.35,0.49,27.19,2.11,0.18,31.84,35.13,39.98,34.31,29.9,29.48,50374
23,22341,25623.7,1647.2,54.7,30245.5,169.4,37.4,560.7,2.8,0,3345.9,6345.7,7492.7,7814.9,8034.8,6793.9,6858.3,6334.4,27.37,-1.58,0.42,29.24,-0.46,0.88,30.96,2.78,0.46,26.48,0.86,0.45,24.18,2.29,0.37,24.31,0.93,0.18,26.21,29.66,34.2,27.79,26.84,25.42,50374
0,22632.7,26000.3,1666,158,30267.6,168.5,37.5,558.7,2.8,0,3448.4,6086.2,7123.6,7302,7503.4,6513.3,6396.8,6064.4,25.42,-0.16,0.29,26.53,-0.65,0.39,25.83,-0.17,0.5,25.96,0.87,0.28,22.81,1.49,0.54,22.21,1.87,0.4,25.55,26.27,26.16,27.11,24.84,24.48,50496
1,21627.4,24601.1,1505.6,156.8,30289.4,170.4,37.4,563.9,2.8,0,3378.2,5920.6,6859.4,6953.5,7135.1,6291.3,6115.1,5863.1,23.4,0,0.24,24.07,-0.31,0.32,23.47,-0.18,0.45,23.94,0.84,0.24,21.77,1.4,0.45,21.54,1.25,0.42,23.64,24.08,23.74,25.02,23.62,23.21,50496
2,20197.2,24134.5,1488.1,158,30298.3,169.4,37.4,557,2.8,0,3330,5828.3,6652,6714.4,6948.9,6127,5936.8,5693.1,22.16,0.19,0.26,22.17,-0.05,0.24,21.28,-0.11,0.42,21.56,1.07,0.2,20.46,1.19,0.47,20.77,1.11,0.49,22.61,22.36,21.59,22.83,22.12,22.37,50496
3,19211.5,23943.2,1482.2,156.8,30321.8,172.7,40,563.6,2.8,0,3044.3,5784.1,6578.1,6540.8,6814,6099.4,5760.5,5656.3,21.49,0.21,0.25,21.63,-0.05,0.25,20.72,-0.09,0.41,20.73,1.1,0.18,19.18,1.38,0.43,20.07,1.23,0.51,21.95,21.83,21.04,22.01,20.99,21.81,50496
4,18951.2,24035.8,1404.9,176.3,30396.2,174.1,39.5,543.5,2.8,0,2855.8,5875,6611.3,6601.6,6825.9,6217.1,5758.2,5707.3,22.2,0.2,0.28,22.16,-0.04,0.24,21.15,-0.09,0.44,21.53,1.31,0.18,19.21,1.3,0.46,19.83,1.27,0.49,22.68,22.36,21.5,23.02,20.97,21.59,50496
5,17115.1,21395.9,1589.9,153.7,30422.7,173.9,39.8,572.6,2.8,0,2561.5,6164.1,6950,6902.4,7150.4,6549.6,5780.6,5834.2,25.25,0.2,0.25,25.81,-0.2,0.26,24.53,-0.07,0.53,25.9,1.37,0.24,19.77,1.44,0.43,20.2,1.83,0.53,25.7,25.87,24.99,27.51,21.64,22.56,50496
6,18507.4,24438.3,2017.3,259.5,30592,172.7,39.6,573.6,2.8,0,2217.5,6745.6,7551.6,7602,7852.5,7223.8,5907,6029.3,32.27,1.89,0.67,34.48,-1.83,0.63,33.84,-0.2,0.94,35.44,1.64,0.4,21.1,2.56,0.52,22.43,2,0.57,34.83,33.28,34.58,37.48,24.18,25,50496
7,20636.8,27069,2807.6,370.9,30600.4,172.5,40.3,575.4,2.9,0,2095.5,7253.9,8009.1,8008.7,8292.6,7723.9,5946.3,6362.5,33.02,1.55,0.86,33.89,1.09,0.58,35.19,0.05,1.07,33.22,1.72,0.3,23.24,1.45,0.55,24.53,1.51,0.77,35.43,35.56,36.31,35.24,25.24,26.81,50496
8,21691.4,27189.5,2772.7,371.9,30626.5,172,40.7,545.3,151.8,0,1978.5,7399.1,8036.6,8231.6,8427.4,7900.6,6206.5,6631.6,33.87,2.08,0.89,33.94,1.36,0.69,35.56,0.15,1.28,33.37,3.16,0.24,24.98,1.27,0.58,27.23,1.48,0.83,36.84,35.99,36.99,36.77,26.83,29.54,50496
9,21848.5,27024.1,2963.7,368.1,30734.3,172.1,44.1,528.8,358,0,1718.3,7542.5,8004.2,8555.8,8836.3,8220,6523.3,6909.8,37.36,0.78,1.03,38.86,0.96,0.69,39.46,0.67,1.52,37.15,6.23,0.35,28.96,1.46,0.75,29.55,2,0.9,39.17,40.51,41.65,43.73,31.17,32.45,50496
10,21636.6,26388.3,3618.2,355.9,30808.4,175.3,40.4,535.5,496,0,1597.4,7621.1,7974.6,8954,9402.7,8736.2,6881.7,7226.9,37.64,2.77,0.91,42.43,3.07,0.85,42.68,1.37,1.34,40.41,5.29,0.55,32.43,1.96,1,28.73,4.45,0.95,41.32,46.35,45.39,46.25,35.39,34.13,50496
11,21791,26784.8,3377.4,358.9,30835.1,178.5,40.3,530.1,591.5,0,1696.4,7583.2,7925.9,9347.5,9796.6,9258.2,7253.4,7448.3,37.85,3.23,0.95,44.95,5.23,1.37,44.67,4.78,1.66,44.01,8.17,0.77,37.72,3.42,1.23,29.98,6.13,0.95,42.03,51.55,51.11,52.95,42.37,37.06,50496
12,21724.8,26394.6,3154,356.6,30868.8,179.7,42.5,524.8,626.4,0,1872.6,7518.6,7890,9696.4,10187,9781.1,7563.6,7710.5,39.04,3.6,1.1,48.39,13.44,1.58,50.84,7.43,2.02,50.08,17.48,0.71,38.93,2.74,1.25,33.47,7.96,0.99,43.74,63.41,60.29,68.27,42.92,42.42,50496
13,21874.4,26525.3,2939.8,359,30916.6,176.9,39.7,519.1,636.6,0,1938.8,7509.4,7843.9,10049.5,10539.5,10269.2,7767.7,7937.9,39.87,3.54,1.24,56.9,19.83,2.25,57.82,11.76,2.63,63.73,27.72,0.9,46.57,1.72,1.37,35.82,10.23,0.97,44.65,78.98,72.21,92.35,49.66,47.02,50496
14,22065.9,26610.5,2547.6,360.2,30854.4,188.5,45.1,513.4,616.7,0,1753.9,7415.7,7684.6,10165.1,10737.4,10532.1,7904.3,8195.6,39.4,2.44,1.44,61.53,23.86,2.55,66.58,13.14,3.06,74.25,29.01,1.07,53.14,-0.52,1.52,40.08,13.78,1,43.28,87.94,82.78,104.33,54.14,54.86,50496
15,22007,26766.7,2402.2,360,30866.7,175,49.3,528.4,575,0,1711.3,7248.1,7533.5,10113.1,10827.6,10736,7991.2,8313.1,39.86,2.6,1.3,65.08,24.59,2.63,76.46,13.7,3.39,83.49,30.43,1.19,58.31,-1.4,1.77,42.16,16.85,0.96,43.76,92.3,93.55,115.11,58.68,59.97,50496
16,21982.1,27610.2,2408.3,360.5,30894.1,174.7,42.7,537.7,461.1,0,1670.6,7128.5,7420.5,9848.8,10816,10804.9,8050.1,8431.4,40.1,2.78,1.21,67.9,26.07,2.54,81.24,18.53,3.53,97.14,29.61,1.53,70.9,-5.35,2.19,43.32,16.76,0.89,44.09,96.51,103.3,128.28,67.74,60.97,50496
17,21967.4,27585.9,2438.1,361.2,30945.3,174.1,44.5,523.9,206.6,0,1568.4,7114.4,7359.8,9537,10616.6,10680.5,8112.8,8518.3,39.77,1.9,1.12,60.64,20.86,2.12,69.75,11.92,2.94,86.8,28.19,1.45,71.33,-3.25,1.92,42.98,14.38,0.93,42.79,83.62,84.61,116.44,70,58.29,50496
18,21924.8,28172,2403.8,254.9,30993,174.1,43.9,548,8.7,0,1233.2,7198.8,7307.1,9295.5,10289,10448.8,8076,8323.5,39.51,0.94,1,53.81,16.61,1.65,62.05,7.87,2.41,68.09,22.87,0.79,55.03,-1,1.44,41.99,11.79,0.97,41.45,72.07,72.33,91.75,55.47,54.75,50496
19,22672,28878.8,2826.2,260.5,31019.9,172.3,42.1,536.7,8.8,0,1091.1,7381.7,7585,9283.2,10188.9,10413.2,8212.2,8326.1,43.82,1.43,1.03,50.52,5.85,1.33,56.29,6.76,2.11,67.76,22.26,0.71,55.96,0.38,1.47,42.09,8.03,0.91,46.28,57.7,65.16,90.73,57.81,51.03,50496
20,22795.3,28433.8,2617.7,264.3,31026.8,173,42.3,550.7,8.7,0,1056.1,7269.5,7537.2,9009.7,9861.9,10043.4,8050.7,8231.7,39.09,1.35,0.91,43.3,3.37,0.92,44.2,0.84,1.61,46.29,13.15,0.79,46.17,2.17,1.34,33.81,7.01,0.83,41.35,47.59,46.65,60.23,49.68,41.65,50496
21,22528.4,27326.7,1865.3,63.3,31127.6,171.1,41.1,589.2,8.8,0,904.8,7037.7,7220.3,8616.8,9277.6,9431.5,7679,7856.7,32.79,0.02,0.88,36.62,1.51,0.75,38.3,0.91,1.44,38.43,8.35,0.8,37.78,1.8,1.04,29.58,5.42,0.69,33.69,38.88,40.65,47.58,40.62,35.69,50496
22,21603.2,24873.2,1781.5,53.9,31008.2,169.1,39.2,595.6,8.6,0,849.6,6761.8,6811.2,8060.7,8511,8716.7,7217.2,7424.3,27.97,-0.05,0.71,30.73,0.49,0.62,33.71,0.28,1.14,33.36,5.96,0.66,31.73,1.8,0.78,26.06,3.35,0.49,28.63,31.84,35.13,39.98,34.31,29.9,50496
23,20265.4,22923.2,1733.6,55.1,30933.3,170.3,39.6,604.6,8.6,0,802.7,6351.8,6345.7,7492.7,7814.9,8034.8,6793.9,6858.3,25.12,-0.65,0.63,27.37,-1.58,0.42,29.24,-0.46,0.88,30.96,2.78,0.46,26.48,0.86,0.45,24.18,2.29,0.37,25.1,26.21,29.66,34.2,27.79,26.84,50496
0,19025.1,19276.8,1527.6,54.4,30911.1,169.9,40.1,592,8.6,0,974,6046.9,6086.2,7123.6,7302,7503.4,6513.3,6396.8,22.34,-0.31,0.2,25.42,-0.16,0.29,26.53,-0.65,0.39,25.83,-0.17,0.5,25.96,0.87,0.28,22.81,1.49,0.54,22.23,25.55,26.27,26.16,27.11,24.84,54589
1,18708.4,17597.9,1552.9,54.8,30833.8,170.7,38,609.3,8.8,0,1527.1,5859.1,5920.6,6859.4,6953.5,7135.1,6291.3,6115.1,21.65,-0.09,0.17,23.4,0,0.24,24.07,-0.31,0.32,23.47,-0.18,0.45,23.94,0.84,0.24,21.77,1.4,0.45,21.73,23.64,24.08,23.74,25.02,23.62,54589
2,18592.7,16743.8,1474,54.2,30867.1,170.5,39.1,612.7,8.8,0,1381.2,5777.9,5828.3,6652,6714.4,6948.9,6127,5936.8,20.67,0.03,0.19,22.16,0.19,0.26,22.17,-0.05,0.24,21.28,-0.11,0.42,21.56,1.07,0.2,20.46,1.19,0.47,20.89,22.61,22.36,21.59,22.83,22.12,54589
